customer_city,marital_status,gender,num_children_at_home,income,age,store_type,highOrLow,education,member_card,occupation,homeowner
Sedro Woolley,S,M,0,60000,51,No Store,0,Partial College,Bronze,Manual,Y
Bremerton,M,F,0,20000,63,Supermarket,0,Partial High School,Normal,Skilled Manual,Y
Port Orchard,M,F,2,40000,67,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Yakima,S,M,0,150000,45,Mid-Size Grocery,0,Bachelors Degree,Silver,Professional,Y
Bremerton,M,M,1,40000,78,Supermarket,0,Partial High School,Bronze,Manual,Y
Walla Walla,M,F,0,120000,30,Small Grocery,0,Partial High School,Silver,Professional,Y
Port Orchard,S,M,0,140000,65,No Store,0,High School Degree,Bronze,Professional,Y
Burien,M,M,2,140000,76,No Store,0,High School Degree,Bronze,Management,Y
Bremerton,S,F,0,20000,21,Supermarket,0,Partial High School,Normal,Manual,Y
Everett,M,F,2,140000,28,No Store,0,Bachelors Degree,Bronze,Professional,Y
Anacortes,S,F,0,150000,43,No Store,0,Partial High School,Silver,Management,Y
Seattle,S,F,0,60000,29,Supermarket,0,High School Degree,Normal,Skilled Manual,N
Bellingham,S,M,0,80000,70,Small Grocery,0,Bachelors Degree,Bronze,Professional,N
Anacortes,S,M,0,60000,76,No Store,0,Bachelors Degree,Bronze,Professional,Y
Everett,M,F,1,20000,76,No Store,0,Partial High School,Normal,Manual,Y
Bellingham,S,F,0,80000,47,Small Grocery,0,Graduate Degree,Bronze,Management,Y
Bremerton,M,M,0,20000,70,Supermarket,0,Partial High School,Normal,Skilled Manual,Y
Issaquah,M,F,1,40000,46,No Store,0,Partial College,Bronze,Manual,Y
Spokane,S,M,0,20000,29,Supermarket,1,Partial High School,Normal,Manual,N
Lynnwood,M,F,1,100000,31,No Store,0,Partial High School,Bronze,Professional,Y
Ballard,S,M,0,80000,64,No Store,0,Bachelors Degree,Bronze,Professional,Y
Renton,S,M,0,20000,75,No Store,0,Bachelors Degree,Normal,Professional,N
Olympia,M,M,2,40000,58,No Store,0,Partial College,Bronze,Clerical,N
Issaquah,S,M,0,20000,46,No Store,0,Partial High School,Silver,Skilled Manual,Y
Tacoma,S,M,0,80000,44,Deluxe Supermarket,0,Bachelors Degree,Golden,Professional,N
Olympia,M,F,2,60000,56,No Store,0,Bachelors Degree,Bronze,Professional,N
Bellingham,S,F,0,100000,46,Small Grocery,0,Bachelors Degree,Bronze,Professional,Y
Redmond,M,M,2,40000,25,No Store,0,High School Degree,Silver,Skilled Manual,Y
Puyallup,S,F,0,40000,38,No Store,0,High School Degree,Bronze,Manual,N
Marysville,S,M,0,20000,81,No Store,0,Partial High School,Normal,Manual,N
Ballard,M,F,1,40000,67,No Store,0,Partial College,Bronze,Professional,Y
Seattle,M,M,1,140000,75,Supermarket,0,High School Degree,Bronze,Management,Y
Bremerton,M,M,1,40000,64,Supermarket,0,High School Degree,Bronze,Skilled Manual,Y
Marysville,M,M,1,60000,60,No Store,0,Bachelors Degree,Bronze,Professional,Y
Tacoma,S,F,0,120000,26,Deluxe Supermarket,0,High School Degree,Bronze,Professional,N
Sedro Woolley,M,M,4,60000,21,No Store,0,Bachelors Degree,Golden,Professional,Y
Puyallup,S,F,0,60000,67,No Store,0,Bachelors Degree,Bronze,Professional,Y
Lynnwood,M,F,4,20000,50,No Store,0,Partial High School,Silver,Skilled Manual,Y
Puyallup,M,F,5,60000,39,No Store,0,Bachelors Degree,Golden,Professional,Y
Edmonds,M,M,1,40000,22,No Store,0,Partial High School,Normal,Skilled Manual,N
Port Orchard,S,F,0,60000,85,No Store,0,Bachelors Degree,Bronze,Management,N
Everett,M,M,2,40000,71,No Store,0,Partial College,Bronze,Skilled Manual,N
Burien,M,M,5,40000,46,No Store,0,High School Degree,Bronze,Manual,Y
Kirkland,S,F,0,140000,21,No Store,0,High School Degree,Bronze,Professional,Y
Tacoma,M,M,2,80000,46,Deluxe Supermarket,0,Partial College,Bronze,Management,Y
Sedro Woolley,M,M,0,40000,62,No Store,0,High School Degree,Normal,Skilled Manual,N
Renton,S,F,0,60000,50,No Store,0,Bachelors Degree,Bronze,Management,Y
Yakima,S,F,0,150000,26,Mid-Size Grocery,0,Graduate Degree,Silver,Professional,Y
Bellingham,S,F,0,40000,22,Small Grocery,0,Partial College,Bronze,Manual,N
Walla Walla,M,F,0,60000,54,Small Grocery,0,High School Degree,Bronze,Manual,Y
Ballard,S,M,0,60000,20,No Store,0,Bachelors Degree,Bronze,Management,N
Yakima,S,M,0,20000,67,Mid-Size Grocery,0,Partial High School,Bronze,Skilled Manual,N
Marysville,M,F,4,60000,50,No Store,0,Bachelors Degree,Golden,Management,Y
Spokane,S,M,0,40000,40,Supermarket,1,Partial High School,Bronze,Manual,N
Bremerton,M,M,1,20000,75,Supermarket,0,Partial High School,Normal,Skilled Manual,N
Redmond,M,M,1,80000,88,No Store,0,Partial High School,Bronze,Professional,N
Puyallup,S,F,0,150000,55,No Store,0,Graduate Degree,Silver,Professional,Y
Puyallup,M,F,2,140000,62,No Store,0,High School Degree,Normal,Professional,Y
Redmond,M,F,2,150000,45,No Store,0,Bachelors Degree,Golden,Management,N
Issaquah,M,M,1,60000,49,No Store,0,Bachelors Degree,Bronze,Professional,Y
Burien,M,F,2,60000,63,No Store,0,Partial College,Bronze,Skilled Manual,Y
Kirkland,M,F,2,20000,47,No Store,0,Partial High School,Normal,Manual,Y
Edmonds,M,M,1,60000,32,No Store,0,Bachelors Degree,Bronze,Management,Y
Bremerton,S,F,0,40000,77,Supermarket,0,High School Degree,Bronze,Manual,N
Bellingham,S,F,0,60000,37,Small Grocery,0,Bachelors Degree,Bronze,Professional,N
Edmonds,M,F,0,40000,71,No Store,0,Partial College,Bronze,Clerical,Y
Seattle,S,M,0,140000,63,Supermarket,0,High School Degree,Bronze,Management,Y
Everett,M,M,0,40000,87,No Store,0,High School Degree,Bronze,Manual,Y
Ballard,S,M,0,60000,34,No Store,0,Bachelors Degree,Golden,Management,N
Sedro Woolley,S,M,0,60000,40,No Store,0,Bachelors Degree,Bronze,Management,Y
Seattle,S,F,0,20000,32,Supermarket,0,Partial High School,Normal,Manual,Y
Everett,S,M,0,60000,52,No Store,0,Bachelors Degree,Bronze,Professional,N
Renton,S,M,0,20000,83,No Store,0,Partial High School,Normal,Manual,Y
Bellingham,M,F,5,100000,79,Small Grocery,0,Graduate Degree,Golden,Professional,N
Seattle,M,F,4,60000,20,Supermarket,0,Bachelors Degree,Golden,Management,Y
Bellingham,S,M,0,40000,57,Small Grocery,0,High School Degree,Silver,Manual,N
Port Orchard,S,F,0,20000,26,No Store,1,Partial High School,Silver,Skilled Manual,N
Tacoma,M,M,0,20000,26,Deluxe Supermarket,0,Bachelors Degree,Normal,Professional,Y
Bremerton,S,F,0,40000,48,Supermarket,1,High School Degree,Bronze,Manual,N
Issaquah,S,M,0,40000,77,No Store,0,Partial High School,Normal,Skilled Manual,N
Tacoma,M,F,1,20000,64,Deluxe Supermarket,0,Partial High School,Silver,Skilled Manual,Y
Ballard,S,F,0,120000,24,No Store,0,Partial College,Bronze,Professional,Y
Bellingham,S,F,0,40000,86,Small Grocery,0,High School Degree,Bronze,Skilled Manual,N
Bremerton,M,M,2,40000,79,Supermarket,0,High School Degree,Bronze,Skilled Manual,Y
Marysville,S,M,0,60000,24,No Store,0,Bachelors Degree,Bronze,Professional,Y
Lynnwood,S,F,0,40000,71,No Store,0,Partial College,Silver,Professional,Y
Lynnwood,M,F,3,60000,83,No Store,0,Bachelors Degree,Golden,Professional,Y
Marysville,M,M,4,60000,79,No Store,0,Bachelors Degree,Golden,Professional,Y
Spokane,M,M,4,40000,87,Supermarket,1,High School Degree,Golden,Skilled Manual,Y
Walla Walla,M,F,0,140000,62,Small Grocery,0,Partial High School,Bronze,Management,Y
Ballard,M,M,0,80000,53,No Store,0,Bachelors Degree,Bronze,Management,Y
Burien,S,F,0,120000,63,No Store,0,Partial High School,Silver,Professional,Y
Seattle,M,F,0,40000,38,Supermarket,0,High School Degree,Bronze,Skilled Manual,Y
Everett,M,M,2,60000,57,No Store,0,Bachelors Degree,Silver,Professional,Y
Redmond,S,F,0,80000,40,No Store,0,Bachelors Degree,Bronze,Professional,N
Lynnwood,S,M,0,20000,76,No Store,0,Partial High School,Normal,Manual,Y
Yakima,M,F,1,140000,50,Mid-Size Grocery,0,Graduate Degree,Bronze,Management,Y
Renton,S,M,0,150000,66,No Store,0,Partial High School,Silver,Professional,Y
Redmond,M,F,1,100000,51,No Store,0,Bachelors Degree,Bronze,Management,Y
Port Orchard,M,F,2,80000,66,No Store,0,Bachelors Degree,Silver,Professional,Y
Marysville,S,F,0,60000,36,No Store,0,Partial College,Bronze,Skilled Manual,N
Tacoma,S,M,0,100000,67,Deluxe Supermarket,1,Graduate Degree,Bronze,Management,Y
Puyallup,S,M,0,20000,32,No Store,0,Partial High School,Normal,Manual,N
Olympia,M,M,1,40000,62,No Store,0,High School Degree,Normal,Manual,Y
Burien,S,F,0,60000,68,No Store,0,Bachelors Degree,Bronze,Professional,N
Ballard,S,F,0,80000,83,No Store,0,Graduate Degree,Normal,Professional,N
Sedro Woolley,M,M,0,20000,87,No Store,0,Partial High School,Normal,Manual,Y
Seattle,M,F,4,100000,42,Supermarket,0,High School Degree,Golden,Professional,Y
Bellingham,M,F,0,60000,36,Small Grocery,0,Bachelors Degree,Bronze,Professional,Y
Issaquah,M,F,1,40000,72,No Store,0,High School Degree,Bronze,Manual,N
Lynnwood,S,F,0,40000,23,No Store,0,Partial College,Bronze,Clerical,Y
Edmonds,M,F,1,150000,61,No Store,0,High School Degree,Golden,Management,Y
Puyallup,M,F,2,20000,65,No Store,0,Partial High School,Normal,Skilled Manual,Y
Anacortes,M,F,0,80000,53,No Store,0,Bachelors Degree,Silver,Management,Y
Everett,S,F,0,80000,83,No Store,0,Bachelors Degree,Bronze,Professional,N
Port Orchard,S,M,0,20000,72,No Store,0,Partial High School,Normal,Skilled Manual,Y
Lynnwood,S,F,0,60000,27,No Store,0,High School Degree,Bronze,Skilled Manual,N
Anacortes,S,M,0,40000,49,No Store,0,Partial College,Bronze,Clerical,N
Kirkland,M,F,0,40000,41,No Store,0,High School Degree,Bronze,Manual,Y
Edmonds,M,F,2,60000,28,No Store,0,Bachelors Degree,Bronze,Professional,Y
Walla Walla,M,M,0,100000,18,Small Grocery,0,Partial High School,Bronze,Management,N
Everett,M,M,2,40000,75,No Store,0,Partial College,Bronze,Management,N
Redmond,S,M,0,40000,80,No Store,0,Partial College,Bronze,Professional,Y
Redmond,M,F,0,20000,51,No Store,0,Partial High School,Normal,Manual,Y
Puyallup,S,M,0,40000,30,No Store,0,Partial High School,Bronze,Manual,N
Walla Walla,S,M,0,60000,73,Small Grocery,0,Bachelors Degree,Bronze,Professional,N
Ballard,M,M,2,40000,29,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Ballard,M,F,1,60000,68,No Store,0,Bachelors Degree,Bronze,Professional,Y
Port Orchard,S,F,0,80000,86,No Store,0,High School Degree,Golden,Management,Y
Everett,M,F,4,40000,33,No Store,0,High School Degree,Golden,Manual,Y
Puyallup,M,F,1,40000,49,No Store,0,High School Degree,Bronze,Manual,N
Anacortes,S,F,0,80000,62,No Store,0,Graduate Degree,Bronze,Professional,Y
Walla Walla,M,F,1,20000,46,Small Grocery,0,Partial High School,Normal,Manual,Y
Puyallup,S,F,0,80000,88,No Store,0,Partial High School,Bronze,Professional,Y
Burien,S,M,0,40000,59,No Store,0,Bachelors Degree,Bronze,Professional,N
Edmonds,M,M,3,40000,20,No Store,0,High School Degree,Golden,Manual,N
Olympia,M,F,2,40000,24,No Store,0,Partial College,Bronze,Professional,Y
Kirkland,M,F,2,40000,50,No Store,0,High School Degree,Silver,Manual,Y
Edmonds,M,F,1,20000,65,No Store,0,Partial High School,Normal,Skilled Manual,Y
Issaquah,M,F,0,40000,75,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Everett,M,M,5,40000,75,No Store,0,High School Degree,Golden,Manual,Y
Walla Walla,S,M,0,100000,20,Small Grocery,0,Partial College,Bronze,Professional,Y
Issaquah,S,M,0,60000,85,No Store,0,Bachelors Degree,Bronze,Professional,N
Redmond,M,F,1,150000,70,No Store,0,Partial College,Silver,Professional,Y
Tacoma,M,M,0,60000,76,Deluxe Supermarket,0,Bachelors Degree,Bronze,Management,N
Renton,S,F,0,40000,76,No Store,0,Partial College,Bronze,Management,N
Ballard,M,M,4,120000,32,No Store,0,Bachelors Degree,Silver,Professional,N
Sedro Woolley,M,M,0,60000,64,No Store,0,Bachelors Degree,Bronze,Professional,N
Anacortes,M,F,0,60000,65,No Store,0,Bachelors Degree,Golden,Management,Y
Puyallup,M,F,3,60000,73,No Store,0,High School Degree,Golden,Manual,Y
Tacoma,S,M,0,80000,76,Deluxe Supermarket,0,Bachelors Degree,Normal,Professional,N
Puyallup,M,M,3,40000,57,No Store,0,High School Degree,Bronze,Manual,Y
Port Orchard,S,F,0,80000,74,No Store,0,Graduate Degree,Silver,Professional,Y
Yakima,S,M,0,140000,83,Mid-Size Grocery,0,Graduate Degree,Bronze,Professional,Y
Ballard,S,M,0,60000,37,No Store,0,Bachelors Degree,Bronze,Management,N
Walla Walla,S,F,0,80000,33,Small Grocery,0,Bachelors Degree,Bronze,Professional,N
Kirkland,M,F,1,20000,43,No Store,0,Partial High School,Silver,Manual,Y
Lynnwood,S,M,0,60000,85,No Store,0,Bachelors Degree,Bronze,Professional,Y
Marysville,S,M,0,40000,49,No Store,0,High School Degree,Bronze,Skilled Manual,N
Walla Walla,S,F,0,40000,36,Small Grocery,0,High School Degree,Bronze,Skilled Manual,N
Renton,S,F,0,80000,70,No Store,0,Graduate Degree,Bronze,Professional,N
Puyallup,M,F,0,20000,29,No Store,0,Partial High School,Normal,Skilled Manual,Y
Olympia,M,M,4,40000,42,No Store,1,High School Degree,Golden,Manual,Y
Issaquah,M,M,5,100000,37,No Store,0,High School Degree,Golden,Professional,Y
Puyallup,M,M,0,80000,33,No Store,0,Bachelors Degree,Bronze,Professional,Y
Redmond,M,F,0,20000,61,No Store,0,Partial High School,Bronze,Manual,Y
Spokane,M,F,2,60000,58,Supermarket,1,Bachelors Degree,Bronze,Management,N
Bellingham,M,M,3,20000,36,Small Grocery,0,Partial High School,Normal,Manual,Y
Olympia,M,F,3,20000,19,No Store,1,Partial High School,Normal,Skilled Manual,N
Olympia,M,M,0,140000,23,No Store,0,High School Degree,Bronze,Management,Y
Walla Walla,S,F,0,60000,60,Small Grocery,0,Partial High School,Bronze,Skilled Manual,Y
Tacoma,S,M,0,20000,28,Deluxe Supermarket,0,Partial High School,Normal,Skilled Manual,Y
Edmonds,S,M,0,40000,73,No Store,0,High School Degree,Bronze,Skilled Manual,N
Redmond,S,F,0,60000,31,No Store,0,Bachelors Degree,Bronze,Professional,Y
Marysville,S,F,0,100000,60,No Store,0,Bachelors Degree,Bronze,Professional,Y
Kirkland,S,M,0,140000,57,No Store,0,Graduate Degree,Bronze,Professional,Y
Olympia,S,F,0,20000,44,No Store,0,Partial High School,Normal,Skilled Manual,Y
Yakima,S,M,0,100000,87,Mid-Size Grocery,0,Graduate Degree,Bronze,Professional,Y
Everett,S,M,0,60000,83,No Store,0,Bachelors Degree,Bronze,Management,Y
Burien,M,M,2,40000,23,No Store,0,High School Degree,Normal,Manual,Y
Everett,S,M,0,80000,76,No Store,0,Bachelors Degree,Bronze,Management,N
Tacoma,M,M,3,20000,49,Deluxe Supermarket,0,Partial High School,Normal,Skilled Manual,Y
Spokane,S,M,0,80000,80,Supermarket,1,Graduate Degree,Bronze,Professional,N
Marysville,S,F,0,60000,29,No Store,0,Bachelors Degree,Bronze,Management,N
Puyallup,S,F,0,60000,40,No Store,0,High School Degree,Normal,Manual,N
Bellingham,S,F,0,80000,63,Small Grocery,0,Bachelors Degree,Silver,Professional,Y
Bremerton,M,F,1,60000,32,Supermarket,1,Bachelors Degree,Bronze,Management,N
Kirkland,M,M,0,20000,77,No Store,0,Partial High School,Normal,Manual,Y
Everett,M,M,2,60000,74,No Store,0,Partial High School,Silver,Skilled Manual,Y
Port Orchard,M,M,3,60000,54,No Store,0,High School Degree,Golden,Manual,Y
Everett,S,M,0,60000,33,No Store,0,Bachelors Degree,Bronze,Management,N
Redmond,S,M,0,80000,20,No Store,0,Bachelors Degree,Bronze,Professional,N
Tacoma,M,M,0,20000,21,Deluxe Supermarket,0,Partial High School,Normal,Skilled Manual,N
Walla Walla,M,F,1,40000,18,Small Grocery,0,Partial College,Normal,Clerical,N
Walla Walla,S,F,0,40000,63,Small Grocery,0,Partial College,Bronze,Skilled Manual,N
Burien,M,F,1,80000,55,No Store,0,Bachelors Degree,Bronze,Professional,N
Spokane,M,M,1,20000,78,Supermarket,1,Partial High School,Normal,Manual,Y
Olympia,M,F,1,80000,32,No Store,0,High School Degree,Bronze,Professional,N
Redmond,S,M,0,60000,26,No Store,0,Partial High School,Bronze,Skilled Manual,Y
Puyallup,S,F,0,20000,53,No Store,0,Partial High School,Normal,Skilled Manual,N
Seattle,M,F,2,60000,63,Supermarket,0,High School Degree,Bronze,Manual,N
Anacortes,S,M,0,40000,28,No Store,0,High School Degree,Bronze,Manual,Y
Spokane,M,M,4,140000,53,Supermarket,1,Bachelors Degree,Silver,Professional,N
Tacoma,S,F,0,80000,38,Deluxe Supermarket,0,Partial High School,Bronze,Professional,Y
Renton,S,M,0,40000,27,No Store,0,Bachelors Degree,Bronze,Professional,Y
Yakima,M,M,0,40000,47,Mid-Size Grocery,0,High School Degree,Bronze,Manual,N
Seattle,M,F,5,150000,46,Supermarket,0,High School Degree,Golden,Management,N
Olympia,M,M,0,20000,86,No Store,1,Partial High School,Normal,Skilled Manual,Y
Puyallup,S,F,0,40000,54,No Store,0,High School Degree,Bronze,Manual,Y
Bremerton,S,M,0,60000,69,Supermarket,0,Bachelors Degree,Bronze,Professional,N
Marysville,M,F,1,40000,25,No Store,0,Partial College,Bronze,Skilled Manual,Y
Burien,M,F,1,60000,67,No Store,0,Bachelors Degree,Bronze,Professional,Y
Ballard,S,F,0,60000,49,No Store,0,Bachelors Degree,Bronze,Management,Y
Sedro Woolley,S,M,0,150000,49,No Store,0,Bachelors Degree,Silver,Professional,Y
Lynnwood,M,F,3,60000,51,No Store,0,Bachelors Degree,Golden,Management,Y
Tacoma,S,M,0,40000,26,Deluxe Supermarket,0,Partial College,Bronze,Professional,N
Burien,M,M,2,80000,80,No Store,0,Bachelors Degree,Silver,Professional,Y
Spokane,M,F,1,80000,40,Supermarket,1,Bachelors Degree,Bronze,Professional,Y
Sedro Woolley,S,M,0,120000,52,No Store,0,Partial High School,Bronze,Professional,Y
Edmonds,M,F,2,60000,50,No Store,0,Partial College,Bronze,Skilled Manual,Y
Burien,M,F,1,140000,21,No Store,0,High School Degree,Bronze,Professional,Y
Tacoma,M,F,1,20000,72,Deluxe Supermarket,0,Partial High School,Normal,Manual,N
Anacortes,M,M,1,40000,19,No Store,0,High School Degree,Bronze,Skilled Manual,N
Kirkland,S,M,0,20000,81,No Store,0,Partial High School,Golden,Manual,N
Kirkland,S,M,0,40000,24,No Store,0,Partial College,Bronze,Manual,Y
Port Orchard,S,M,0,20000,77,No Store,0,Partial High School,Golden,Skilled Manual,N
Sedro Woolley,S,M,0,40000,50,No Store,0,High School Degree,Silver,Manual,N
Yakima,M,F,4,100000,73,Mid-Size Grocery,0,High School Degree,Golden,Professional,Y
Yakima,M,F,2,140000,42,Mid-Size Grocery,0,High School Degree,Bronze,Professional,Y
Lynnwood,M,F,1,40000,40,No Store,0,High School Degree,Bronze,Manual,Y
Issaquah,S,M,0,40000,45,No Store,0,High School Degree,Bronze,Skilled Manual,N
Walla Walla,S,F,0,60000,63,Small Grocery,0,Partial College,Bronze,Management,N
Everett,S,F,0,20000,71,No Store,0,Partial High School,Normal,Skilled Manual,Y
Redmond,M,F,2,120000,60,No Store,0,High School Degree,Bronze,Professional,N
Walla Walla,M,M,0,40000,50,Small Grocery,0,High School Degree,Golden,Manual,N
Anacortes,M,M,3,60000,77,No Store,0,Partial College,Golden,Clerical,Y
Puyallup,M,F,0,20000,60,No Store,0,Partial High School,Normal,Skilled Manual,Y
Burien,S,F,0,60000,63,No Store,0,Bachelors Degree,Silver,Professional,N
Ballard,M,F,4,80000,54,No Store,0,Graduate Degree,Golden,Management,N
Bremerton,S,F,0,60000,52,Supermarket,1,Bachelors Degree,Bronze,Professional,N
Port Orchard,S,M,0,60000,67,No Store,0,Bachelors Degree,Bronze,Professional,N
Edmonds,S,M,0,40000,44,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Edmonds,S,M,0,60000,55,No Store,0,Bachelors Degree,Golden,Management,Y
Yakima,M,M,3,20000,70,Mid-Size Grocery,0,Partial High School,Normal,Manual,Y
Yakima,S,F,0,40000,36,Mid-Size Grocery,0,High School Degree,Silver,Manual,N
Renton,S,F,0,40000,66,No Store,0,High School Degree,Bronze,Manual,Y
Burien,M,M,2,20000,74,No Store,0,Partial High School,Normal,Manual,Y
Tacoma,M,F,1,60000,83,Deluxe Supermarket,0,Bachelors Degree,Bronze,Professional,N
Bremerton,M,F,1,60000,56,Supermarket,1,Partial High School,Bronze,Manual,N
Bellingham,S,F,0,20000,76,Small Grocery,0,Partial High School,Normal,Skilled Manual,Y
Port Orchard,S,M,0,20000,87,No Store,1,Partial High School,Normal,Skilled Manual,Y
Yakima,S,F,0,40000,53,Mid-Size Grocery,0,Partial College,Bronze,Skilled Manual,N
Marysville,S,M,0,140000,74,No Store,0,Graduate Degree,Golden,Professional,Y
Yakima,M,M,0,80000,50,Mid-Size Grocery,1,Bachelors Degree,Bronze,Professional,Y
Walla Walla,S,M,0,60000,19,Small Grocery,0,Bachelors Degree,Golden,Management,N
Walla Walla,S,F,0,60000,87,Small Grocery,0,Bachelors Degree,Bronze,Professional,N
Puyallup,M,M,0,80000,26,No Store,0,Graduate Degree,Bronze,Professional,Y
Lynnwood,M,F,0,20000,35,No Store,0,Partial High School,Normal,Manual,Y
Kirkland,M,M,4,140000,34,No Store,0,High School Degree,Golden,Professional,Y
Puyallup,S,M,0,140000,48,No Store,1,High School Degree,Bronze,Professional,N
Issaquah,M,M,0,100000,54,No Store,0,High School Degree,Bronze,Professional,Y
Redmond,S,M,0,20000,33,No Store,0,Partial High School,Normal,Manual,N
Ballard,M,F,4,20000,46,No Store,0,Partial High School,Normal,Manual,Y
Seattle,S,M,0,40000,68,Supermarket,0,Partial High School,Bronze,Manual,N
Seattle,S,F,0,100000,36,Supermarket,0,Graduate Degree,Bronze,Management,Y
Puyallup,S,F,0,40000,59,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Burien,M,F,4,80000,64,No Store,0,Graduate Degree,Bronze,Professional,Y
Anacortes,M,F,2,80000,66,No Store,0,High School Degree,Bronze,Professional,Y
Tacoma,M,M,3,40000,84,Deluxe Supermarket,1,High School Degree,Golden,Manual,N
Anacortes,M,M,3,20000,71,No Store,0,Bachelors Degree,Normal,Professional,N
Puyallup,M,F,0,80000,27,No Store,0,Bachelors Degree,Silver,Management,Y
Edmonds,M,M,1,40000,28,No Store,0,High School Degree,Bronze,Manual,N
Bremerton,M,M,0,20000,85,Supermarket,0,Partial High School,Normal,Skilled Manual,Y
Port Orchard,M,F,2,140000,33,No Store,0,Bachelors Degree,Silver,Professional,Y
Sedro Woolley,S,F,0,40000,43,No Store,0,Partial High School,Bronze,Manual,Y
Kirkland,S,M,0,40000,61,No Store,0,Partial High School,Bronze,Manual,N
Lynnwood,M,F,0,20000,32,No Store,0,Partial High School,Normal,Skilled Manual,Y
Burien,S,M,0,80000,32,No Store,0,Partial High School,Bronze,Professional,Y
Everett,M,M,1,20000,32,No Store,0,Partial High School,Normal,Manual,N
Edmonds,M,M,1,140000,35,No Store,0,High School Degree,Bronze,Professional,Y
Yakima,S,F,0,40000,23,Mid-Size Grocery,0,Partial High School,Bronze,Skilled Manual,Y
Yakima,S,M,0,140000,24,Mid-Size Grocery,0,Graduate Degree,Golden,Professional,Y
Bremerton,S,M,0,60000,54,Supermarket,1,High School Degree,Normal,Skilled Manual,Y
Walla Walla,M,M,4,20000,80,Small Grocery,0,Partial High School,Normal,Manual,Y
Port Orchard,M,M,2,150000,77,No Store,0,Graduate Degree,Golden,Professional,Y
Puyallup,M,M,2,20000,38,No Store,0,Partial High School,Normal,Skilled Manual,Y
Bremerton,S,F,0,60000,64,Supermarket,0,Bachelors Degree,Bronze,Management,N
Walla Walla,S,F,0,20000,30,Small Grocery,0,Partial High School,Normal,Skilled Manual,N
Everett,M,F,3,60000,42,No Store,0,Partial College,Golden,Manual,Y
Kirkland,S,F,0,60000,69,No Store,0,Bachelors Degree,Bronze,Professional,Y
Puyallup,M,M,3,100000,44,No Store,0,Bachelors Degree,Golden,Professional,N
Seattle,M,F,1,20000,54,Supermarket,0,Partial High School,Normal,Skilled Manual,Y
Issaquah,M,M,0,20000,82,No Store,0,Partial High School,Normal,Skilled Manual,Y
Olympia,M,F,0,40000,29,No Store,0,High School Degree,Bronze,Skilled Manual,N
Burien,S,M,0,20000,32,No Store,0,Partial High School,Normal,Manual,N
Yakima,M,M,0,60000,47,Mid-Size Grocery,0,Bachelors Degree,Bronze,Professional,Y
Renton,M,F,2,20000,70,No Store,0,Partial High School,Normal,Manual,Y
Port Orchard,S,M,0,20000,82,No Store,0,Partial High School,Normal,Skilled Manual,N
Spokane,S,F,0,40000,24,Supermarket,1,High School Degree,Golden,Skilled Manual,Y
Kirkland,S,F,0,120000,60,No Store,0,Partial High School,Normal,Professional,Y
Anacortes,S,M,0,140000,48,No Store,0,Bachelors Degree,Normal,Professional,N
Kirkland,S,M,0,20000,66,No Store,0,Partial High School,Normal,Manual,N
Yakima,M,M,1,40000,49,Mid-Size Grocery,0,Partial High School,Bronze,Skilled Manual,N
Puyallup,M,F,3,60000,64,No Store,0,Partial College,Golden,Professional,Y
Issaquah,S,M,0,120000,51,No Store,0,High School Degree,Bronze,Management,Y
Edmonds,S,F,0,120000,33,No Store,0,Partial High School,Bronze,Professional,Y
Bremerton,M,F,0,20000,84,Supermarket,0,Partial High School,Normal,Manual,Y
Kirkland,M,F,0,60000,59,No Store,0,Bachelors Degree,Bronze,Management,Y
Tacoma,S,F,0,40000,46,Deluxe Supermarket,0,Partial High School,Golden,Skilled Manual,Y
Port Orchard,S,M,0,100000,86,No Store,1,Bachelors Degree,Normal,Professional,Y
Lynnwood,S,F,0,120000,53,No Store,0,High School Degree,Golden,Professional,Y
Yakima,M,M,3,80000,85,Mid-Size Grocery,0,High School Degree,Silver,Professional,Y
Bellingham,M,M,0,100000,76,Small Grocery,0,Bachelors Degree,Bronze,Professional,Y
Walla Walla,S,F,0,20000,75,Small Grocery,0,Partial High School,Normal,Skilled Manual,N
Walla Walla,S,M,0,20000,23,Small Grocery,0,Partial High School,Normal,Manual,Y
Everett,S,F,0,40000,68,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Redmond,S,F,0,40000,24,No Store,0,High School Degree,Bronze,Skilled Manual,N
Everett,M,F,1,40000,49,No Store,0,High School Degree,Bronze,Skilled Manual,N
Redmond,M,F,3,60000,47,No Store,0,Bachelors Degree,Golden,Management,Y
Issaquah,S,F,0,20000,58,No Store,0,Partial High School,Normal,Skilled Manual,Y
Yakima,M,F,1,80000,40,Mid-Size Grocery,1,Bachelors Degree,Bronze,Management,Y
Yakima,S,M,0,40000,57,Mid-Size Grocery,0,Partial College,Bronze,Professional,Y
Renton,S,F,0,40000,74,No Store,0,Partial College,Bronze,Management,N
Bremerton,S,M,0,40000,64,Supermarket,0,Partial College,Bronze,Clerical,Y
Puyallup,M,M,3,20000,86,No Store,0,Partial High School,Normal,Manual,Y
